ID,Hotel Rank,Hotel Name,Hotel Slug,City,Country,Image Slot,Image Type,Subject,File Name Original,File Name Web,Local Path Original,Local Path Web,Source Site,Source Page URL,Direct Download URL,Photographer / Creator,Photographer Profile URL,Licence,Licence URL,Attribution Required?,Recommended Attribution Text,Commercial Use Allowed?,Modification Allowed?,Verification Date,Notes,Safe to Use?,Width,Height,Web File Size Bytes
sofitel-marrakech-04,14,Sofitel Marrakech Palais Imperial & Spa,sofitel-marrakech,Marrakech,Morocco,4,Attraction,Koutoubia minaret from the city.JPG,sofitel-marrakech-04-attraction-koutoubia.jpg,sofitel-marrakech-04-attraction-koutoubia.webp,public/images/hotels/sofitel-marrakech/original/sofitel-marrakech-04-attraction-koutoubia.jpg,/images/hotels/sofitel-marrakech/web/sofitel-marrakech-04-attraction-koutoubia.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Koutoubia_minaret_from_the_city.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Koutoubia_minaret_from_the_city.JPG/3840px-Koutoubia_minaret_from_the_city.JPG,Schorle,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Koutoubia minaret from the city.JPG by Schorle, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Koutoubia Mosque Marrakech.,Yes,2200,1466,309204
sofitel-marrakech-05,14,Sofitel Marrakech Palais Imperial & Spa,sofitel-marrakech,Marrakech,Morocco,5,Food,"Marrakech, Morocco (5422838166) (6).jpg",sofitel-marrakech-05-food-souk-food.jpg,sofitel-marrakech-05-food-souk-food.webp,public/images/hotels/sofitel-marrakech/original/sofitel-marrakech-05-food-souk-food.jpg,/images/hotels/sofitel-marrakech/web/sofitel-marrakech-05-food-souk-food.webp,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Marrakech,_Morocco_(5422838166)_(6).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Marrakech%2C_Morocco_%285422838166%29_%286%29.jpg/3840px-Marrakech%2C_Morocco_%285422838166%29_%286%29.jpg,YoTuT from United States,,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Yes,"Photo: Marrakech, Morocco (5422838166) (6).jpg by YoTuT from United States, licensed under CC BY 2.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Marrakech souk food.,Yes,2200,1238,189818
sofitel-marrakech-06,14,Sofitel Marrakech Palais Imperial & Spa,sofitel-marrakech,Marrakech,Morocco,6,Secondary,Le jardin des majorelle 21.JPG,sofitel-marrakech-06-secondary-jardin-majorelle.jpg,sofitel-marrakech-06-secondary-jardin-majorelle.webp,public/images/hotels/sofitel-marrakech/original/sofitel-marrakech-06-secondary-jardin-majorelle.jpg,/images/hotels/sofitel-marrakech/web/sofitel-marrakech-06-secondary-jardin-majorelle.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Le_jardin_des_majorelle_21.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Le_jardin_des_majorelle_21.JPG/3840px-Le_jardin_des_majorelle_21.JPG,Viault,,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Yes,"Photo: Le jardin des majorelle 21.JPG by Viault, licensed under CC BY-SA 3.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Jardin Majorelle Marrakech.,Yes,2200,1460,639910
boton-blue-nha-trang-01,15,Boton Blue Hotel & Spa,boton-blue-nha-trang,Nha Trang,Vietnam,1,Hero,Nha Trang Beach 2.jpg,boton-blue-nha-trang-01-hero-boton-blue-nha-trang-01.jpg,boton-blue-nha-trang-01-hero-boton-blue-nha-trang-01.webp,public/images/hotels/boton-blue-nha-trang/original/boton-blue-nha-trang-01-hero-boton-blue-nha-trang-01.jpg,/images/hotels/boton-blue-nha-trang/web/boton-blue-nha-trang-01-hero-boton-blue-nha-trang-01.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Nha_Trang_Beach_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Nha_Trang_Beach_2.jpg/3840px-Nha_Trang_Beach_2.jpg,Christophe95,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Nha Trang Beach 2.jpg by Christophe95, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Recovered with Commons query: Nha Trang beach Vietnam. Hotel-specific image not found under safe licence; using destination alternative.,Yes,2200,1650,321272
boton-blue-nha-trang-02,15,Boton Blue Hotel & Spa,boton-blue-nha-trang,Nha Trang,Vietnam,2,Hotel,View of Nha Trang 6.jpg,boton-blue-nha-trang-02-hotel-sea-view.jpg,boton-blue-nha-trang-02-hotel-sea-view.webp,public/images/hotels/boton-blue-nha-trang/original/boton-blue-nha-trang-02-hotel-sea-view.jpg,/images/hotels/boton-blue-nha-trang/web/boton-blue-nha-trang-02-hotel-sea-view.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:View_of_Nha_Trang_6.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/View_of_Nha_Trang_6.jpg/3840px-View_of_Nha_Trang_6.jpg,Christophe95,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: View of Nha Trang 6.jpg by Christophe95, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Nha Trang Vietnam sea view. Hotel-specific image not found under safe licence; using destination/neighbourhood alternative.,Yes,2200,1650,519804
boton-blue-nha-trang-03,15,Boton Blue Hotel & Spa,boton-blue-nha-trang,Nha Trang,Vietnam,3,City,Nha Trang Beach 3.jpg,boton-blue-nha-trang-03-city-nha-trang-beach.jpg,boton-blue-nha-trang-03-city-nha-trang-beach.webp,public/images/hotels/boton-blue-nha-trang/original/boton-blue-nha-trang-03-city-nha-trang-beach.jpg,/images/hotels/boton-blue-nha-trang/web/boton-blue-nha-trang-03-city-nha-trang-beach.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Nha_Trang_Beach_3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Nha_Trang_Beach_3.jpg/3840px-Nha_Trang_Beach_3.jpg,Christophe95,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Nha Trang Beach 3.jpg by Christophe95, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Nha Trang beach Vietnam.,Yes,2200,1650,257218
boton-blue-nha-trang-04,15,Boton Blue Hotel & Spa,boton-blue-nha-trang,Nha Trang,Vietnam,4,Attraction,Po Nagar Cham Towers façade (14636082242).jpg,boton-blue-nha-trang-04-attraction-po-nagar.jpg,boton-blue-nha-trang-04-attraction-po-nagar.webp,public/images/hotels/boton-blue-nha-trang/original/boton-blue-nha-trang-04-attraction-po-nagar.jpg,/images/hotels/boton-blue-nha-trang/web/boton-blue-nha-trang-04-attraction-po-nagar.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Po_Nagar_Cham_Towers_fa%C3%A7ade_(14636082242).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Po_Nagar_Cham_Towers_fa%C3%A7ade_%2814636082242%29.jpg/3840px-Po_Nagar_Cham_Towers_fa%C3%A7ade_%2814636082242%29.jpg,"Erwin Verbruggen from Amsterdam, The Netherlands",,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Yes,"Photo: Po Nagar Cham Towers façade (14636082242).jpg by Erwin Verbruggen from Amsterdam, The Netherlands, licensed under CC BY-SA 2.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Po Nagar Cham Towers Nha Trang.,Yes,2200,1472,683492
boton-blue-nha-trang-05,15,Boton Blue Hotel & Spa,boton-blue-nha-trang,Nha Trang,Vietnam,5,Food,DAM MARKET NHA TRANG VIETNAM JAN 2012 (7009741515).jpg,boton-blue-nha-trang-05-food-boton-blue-nha-trang-05.jpg,boton-blue-nha-trang-05-food-boton-blue-nha-trang-05.webp,public/images/hotels/boton-blue-nha-trang/original/boton-blue-nha-trang-05-food-boton-blue-nha-trang-05.jpg,/images/hotels/boton-blue-nha-trang/web/boton-blue-nha-trang-05-food-boton-blue-nha-trang-05.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:DAM_MARKET_NHA_TRANG_VIETNAM_JAN_2012_(7009741515).jpg,https://upload.wikimedia.org/wikipedia/commons/0/03/DAM_MARKET_NHA_TRANG_VIETNAM_JAN_2012_%287009741515%29.jpg,calflier001,,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Yes,"Photo: DAM MARKET NHA TRANG VIETNAM JAN 2012 (7009741515).jpg by calflier001, licensed under CC BY-SA 2.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Recovered with Commons query: Nha Trang market. Hotel-specific image not found under safe licence; using destination alternative.,Yes,2200,1650,515698
boton-blue-nha-trang-06,15,Boton Blue Hotel & Spa,boton-blue-nha-trang,Nha Trang,Vietnam,6,Secondary,Hon Chong rocks 2011.jpg,boton-blue-nha-trang-06-secondary-hon-chong.jpg,boton-blue-nha-trang-06-secondary-hon-chong.webp,public/images/hotels/boton-blue-nha-trang/original/boton-blue-nha-trang-06-secondary-hon-chong.jpg,/images/hotels/boton-blue-nha-trang/web/boton-blue-nha-trang-06-secondary-hon-chong.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Hon_Chong_rocks_2011.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Hon_Chong_rocks_2011.jpg/3840px-Hon_Chong_rocks_2011.jpg,"Can't stop shooting film from Nha Trang, Vietnam",,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Yes,"Photo: Hon Chong rocks 2011.jpg by Can't stop shooting film from Nha Trang, Vietnam, licensed under CC BY 2.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Hon Chong Nha Trang.,Yes,2200,979,436244
im-hotel-makati-01,16,I'M Hotel Makati,im-hotel-makati,Makati / Manila,Philippines,1,Hero,Manila Philippines Pizza-Taxi-in-Makati-Business-District-01.jpg,im-hotel-makati-01-hero-im-hotel.jpg,im-hotel-makati-01-hero-im-hotel.webp,public/images/hotels/im-hotel-makati/original/im-hotel-makati-01-hero-im-hotel.jpg,/images/hotels/im-hotel-makati/web/im-hotel-makati-01-hero-im-hotel.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Manila_Philippines_Pizza-Taxi-in-Makati-Business-District-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Manila_Philippines_Pizza-Taxi-in-Makati-Business-District-01.jpg/3840px-Manila_Philippines_Pizza-Taxi-in-Makati-Business-District-01.jpg,"CEphoto, Uwe Aranas",,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Manila Philippines Pizza-Taxi-in-Makati-Business-District-01.jpg by CEphoto, Uwe Aranas, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Makati / Manila. Hotel-specific image not found under safe licence; using destination/neighbourhood alternative.,Yes,2200,1466,209646
im-hotel-makati-02,16,I'M Hotel Makati,im-hotel-makati,Makati / Manila,Philippines,2,Hotel,Makati Skyline from Skyway.jpg,im-hotel-makati-02-hotel-im-hotel-makati-02.jpg,im-hotel-makati-02-hotel-im-hotel-makati-02.webp,public/images/hotels/im-hotel-makati/original/im-hotel-makati-02-hotel-im-hotel-makati-02.jpg,/images/hotels/im-hotel-makati/web/im-hotel-makati-02-hotel-im-hotel-makati-02.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Makati_Skyline_from_Skyway.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Makati_Skyline_from_Skyway.jpg/3840px-Makati_Skyline_from_Skyway.jpg,Lawrence Ruiz,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Makati Skyline from Skyway.jpg by Lawrence Ruiz, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Recovered with Commons query: Makati skyline. Hotel-specific image not found under safe licence; using destination alternative.,Yes,2200,1650,397456
im-hotel-makati-03,16,I'M Hotel Makati,im-hotel-makati,Makati / Manila,Philippines,3,City,Makati City's Skyline at Sunset.jpg,im-hotel-makati-03-city-makati-skyline.jpg,im-hotel-makati-03-city-makati-skyline.webp,public/images/hotels/im-hotel-makati/original/im-hotel-makati-03-city-makati-skyline.jpg,/images/hotels/im-hotel-makati/web/im-hotel-makati-03-city-makati-skyline.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Makati_City%27s_Skyline_at_Sunset.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Makati_City%27s_Skyline_at_Sunset.jpg/3840px-Makati_City%27s_Skyline_at_Sunset.jpg,Brennuscarolus,,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Yes,"Photo: Makati City's Skyline at Sunset.jpg by Brennuscarolus, licensed under CC BY-SA 3.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Makati skyline Manila.,Yes,2200,1466,126126
im-hotel-makati-04,16,I'M Hotel Makati,im-hotel-makati,Makati / Manila,Philippines,4,Attraction,Ayala Triangle Gardens.JPG,im-hotel-makati-04-attraction-ayala-triangle.jpg,im-hotel-makati-04-attraction-ayala-triangle.webp,public/images/hotels/im-hotel-makati/original/im-hotel-makati-04-attraction-ayala-triangle.jpg,/images/hotels/im-hotel-makati/web/im-hotel-makati-04-attraction-ayala-triangle.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ayala_Triangle_Gardens.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Ayala_Triangle_Gardens.JPG/3840px-Ayala_Triangle_Gardens.JPG,Elmer B. Domingo,,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Yes,"Photo: Ayala Triangle Gardens.JPG by Elmer B. Domingo, licensed under CC BY-SA 3.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Ayala Triangle Makati.,Yes,2200,1466,233180
im-hotel-makati-05,16,I'M Hotel Makati,im-hotel-makati,Makati / Manila,Philippines,5,Food,Cuisine of the Philippines 49.jpg,im-hotel-makati-05-food-im-hotel-makati-05.jpg,im-hotel-makati-05-food-im-hotel-makati-05.webp,public/images/hotels/im-hotel-makati/original/im-hotel-makati-05-food-im-hotel-makati-05.jpg,/images/hotels/im-hotel-makati/web/im-hotel-makati-05-food-im-hotel-makati-05.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cuisine_of_the_Philippines_49.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Cuisine_of_the_Philippines_49.jpg/3840px-Cuisine_of_the_Philippines_49.jpg,JDipterocarpus,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Cuisine of the Philippines 49.jpg by JDipterocarpus, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Recovered with Commons query: Filipino cuisine. Hotel-specific image not found under safe licence; using destination alternative.,Yes,2200,1715,364452
im-hotel-makati-06,16,I'M Hotel Makati,im-hotel-makati,Makati / Manila,Philippines,6,Secondary,Manila Bay at Night.jpg,im-hotel-makati-06-secondary-manila-bay.jpg,im-hotel-makati-06-secondary-manila-bay.webp,public/images/hotels/im-hotel-makati/original/im-hotel-makati-06-secondary-manila-bay.jpg,/images/hotels/im-hotel-makati/web/im-hotel-makati-06-secondary-manila-bay.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Manila_Bay_at_Night.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Manila_Bay_at_Night.jpg/3840px-Manila_Bay_at_Night.jpg,Ralff Nestor Nacor,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Manila Bay at Night.jpg by Ralff Nestor Nacor, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Manila Bay Philippines.,Yes,2200,1650,358534
malak-regency-sarajevo-01,17,Malak Regency Hotel,malak-regency-sarajevo,Sarajevo,Bosnia and Herzegovina,1,Hero,Sarajevo City Hall 01.jpg,malak-regency-sarajevo-01-hero-malak-regency.jpg,malak-regency-sarajevo-01-hero-malak-regency.webp,public/images/hotels/malak-regency-sarajevo/original/malak-regency-sarajevo-01-hero-malak-regency.jpg,/images/hotels/malak-regency-sarajevo/web/malak-regency-sarajevo-01-hero-malak-regency.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sarajevo_City_Hall_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Sarajevo_City_Hall_01.jpg/3840px-Sarajevo_City_Hall_01.jpg,Bernard Gagnon,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Sarajevo City Hall 01.jpg by Bernard Gagnon, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Sarajevo Sarajevo. Hotel-specific image not found under safe licence; using destination/neighbourhood alternative.,Yes,2200,1466,533262
malak-regency-sarajevo-02,17,Malak Regency Hotel,malak-regency-sarajevo,Sarajevo,Bosnia and Herzegovina,2,Hotel,Sarajevo's Ozren.jpg,malak-regency-sarajevo-02-hotel-sarajevo-mountains.jpg,malak-regency-sarajevo-02-hotel-sarajevo-mountains.webp,public/images/hotels/malak-regency-sarajevo/original/malak-regency-sarajevo-02-hotel-sarajevo-mountains.jpg,/images/hotels/malak-regency-sarajevo/web/malak-regency-sarajevo-02-hotel-sarajevo-mountains.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sarajevo%27s_Ozren.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Sarajevo%27s_Ozren.jpg/3840px-Sarajevo%27s_Ozren.jpg,Smooth O,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Sarajevo's Ozren.jpg by Smooth O, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Sarajevo Bosnia and Herzegovina sarajevo mountains. Hotel-specific image not found under safe licence; using destination/neighbourhood alternative.,Yes,2200,1650,277086
malak-regency-sarajevo-03,17,Malak Regency Hotel,malak-regency-sarajevo,Sarajevo,Bosnia and Herzegovina,3,City,Sarajevo – Baščaršija View from Zlatište 2.jpg,malak-regency-sarajevo-03-city-bascarsija.jpg,malak-regency-sarajevo-03-city-bascarsija.webp,public/images/hotels/malak-regency-sarajevo/original/malak-regency-sarajevo-03-city-bascarsija.jpg,/images/hotels/malak-regency-sarajevo/web/malak-regency-sarajevo-03-city-bascarsija.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sarajevo_%E2%80%93_Ba%C5%A1%C4%8Dar%C5%A1ija_View_from_Zlati%C5%A1te_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Sarajevo_%E2%80%93_Ba%C5%A1%C4%8Dar%C5%A1ija_View_from_Zlati%C5%A1te_2.jpg/3840px-Sarajevo_%E2%80%93_Ba%C5%A1%C4%8Dar%C5%A1ija_View_from_Zlati%C5%A1te_2.jpg,Julian Nyča,,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Yes,"Photo: Sarajevo – Baščaršija View from Zlatište 2.jpg by Julian Nyča, licensed under CC BY-SA 3.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Sarajevo old town Bascarsija.,Yes,2200,1466,442484
malak-regency-sarajevo-04,17,Malak Regency Hotel,malak-regency-sarajevo,Sarajevo,Bosnia and Herzegovina,4,Attraction,Latin Bridge in Sarajevo.jpg,malak-regency-sarajevo-04-attraction-latin-bridge.jpg,malak-regency-sarajevo-04-attraction-latin-bridge.webp,public/images/hotels/malak-regency-sarajevo/original/malak-regency-sarajevo-04-attraction-latin-bridge.jpg,/images/hotels/malak-regency-sarajevo/web/malak-regency-sarajevo-04-attraction-latin-bridge.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Latin_Bridge_in_Sarajevo.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Latin_Bridge_in_Sarajevo.jpg/3840px-Latin_Bridge_in_Sarajevo.jpg,Tumi-1983,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,No,"Image: Latin Bridge in Sarajevo.jpg by Tumi-1983, public domain via Wikimedia Commons.",Yes,Yes,2026-05-30,Matched Commons query: Latin Bridge Sarajevo.,Yes,2200,1466,711644
malak-regency-sarajevo-05,17,Malak Regency Hotel,malak-regency-sarajevo,Sarajevo,Bosnia and Herzegovina,5,Food,Bosnian coffee (13926468997).jpg,malak-regency-sarajevo-05-food-cevapi.jpg,malak-regency-sarajevo-05-food-cevapi.webp,public/images/hotels/malak-regency-sarajevo/original/malak-regency-sarajevo-05-food-cevapi.jpg,/images/hotels/malak-regency-sarajevo/web/malak-regency-sarajevo-05-food-cevapi.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bosnian_coffee_(13926468997).jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Bosnian_coffee_%2813926468997%29.jpg,Michał Huniewicz,,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Yes,"Photo: Bosnian coffee (13926468997).jpg by Michał Huniewicz, licensed under CC BY 2.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Sarajevo Bosnia and Herzegovina cevapi.,Yes,1280,850,101574
malak-regency-sarajevo-06,17,Malak Regency Hotel,malak-regency-sarajevo,Sarajevo,Bosnia and Herzegovina,6,Secondary,Former serb position at a sarajevo mountain.JPG,malak-regency-sarajevo-06-secondary-mountains.jpg,malak-regency-sarajevo-06-secondary-mountains.webp,public/images/hotels/malak-regency-sarajevo/original/malak-regency-sarajevo-06-secondary-mountains.jpg,/images/hotels/malak-regency-sarajevo/web/malak-regency-sarajevo-06-secondary-mountains.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Former_serb_position_at_a_sarajevo_mountain.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Former_serb_position_at_a_sarajevo_mountain.JPG/3840px-Former_serb_position_at_a_sarajevo_mountain.JPG,MoserB,,Public domain,Unknown / not listed,No,"Image: Former serb position at a sarajevo mountain.JPG by MoserB, public domain via Wikimedia Commons.",Yes,Yes,2026-05-30,Matched Commons query: Sarajevo mountains.,Yes,2200,1236,644690
real-marina-olhao-01,18,Real Marina Hotel & Spa,real-marina-olhao,Olhao,Portugal,1,Hero,Marina de Olhão by Juntas 3.jpg,real-marina-olhao-01-hero-real-marina-olhao-01.jpg,real-marina-olhao-01-hero-real-marina-olhao-01.webp,public/images/hotels/real-marina-olhao/original/real-marina-olhao-01-hero-real-marina-olhao-01.jpg,/images/hotels/real-marina-olhao/web/real-marina-olhao-01-hero-real-marina-olhao-01.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Marina_de_Olh%C3%A3o_by_Juntas_3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Marina_de_Olh%C3%A3o_by_Juntas_3.jpg/3840px-Marina_de_Olh%C3%A3o_by_Juntas_3.jpg,Juntas,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Marina de Olhão by Juntas 3.jpg by Juntas, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Recovered with Commons query: Olhao Algarve marina. Hotel-specific image not found under safe licence; using destination alternative.,Yes,2200,1383,375316
real-marina-olhao-02,18,Real Marina Hotel & Spa,real-marina-olhao,Olhao,Portugal,2,Hotel,Marina de Olhão by Juntas 1.jpg,real-marina-olhao-02-hotel-olhao-marina.jpg,real-marina-olhao-02-hotel-olhao-marina.webp,public/images/hotels/real-marina-olhao/original/real-marina-olhao-02-hotel-olhao-marina.jpg,/images/hotels/real-marina-olhao/web/real-marina-olhao-02-hotel-olhao-marina.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Marina_de_Olh%C3%A3o_by_Juntas_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Marina_de_Olh%C3%A3o_by_Juntas_1.jpg/3840px-Marina_de_Olh%C3%A3o_by_Juntas_1.jpg,Juntas,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Marina de Olhão by Juntas 1.jpg by Juntas, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Olhao marina Algarve. Hotel-specific image not found under safe licence; using destination/neighbourhood alternative.,Yes,2200,1292,282846
real-marina-olhao-03,18,Real Marina Hotel & Spa,real-marina-olhao,Olhao,Portugal,3,City,1 Rua 18 de Janho (11951898385).jpg,real-marina-olhao-03-city-olhao-old-town.jpg,real-marina-olhao-03-city-olhao-old-town.webp,public/images/hotels/real-marina-olhao/original/real-marina-olhao-03-city-olhao-old-town.jpg,/images/hotels/real-marina-olhao/web/real-marina-olhao-03-city-olhao-old-town.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:1_Rua_18_de_Janho_(11951898385).jpg,https://upload.wikimedia.org/wikipedia/commons/2/28/1_Rua_18_de_Janho_%2811951898385%29.jpg,Peter Broster,,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Yes,"Photo: 1 Rua 18 de Janho (11951898385).jpg by Peter Broster, licensed under CC BY 2.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Olhao Portugal old town.,Yes,2048,1151,301044
real-marina-olhao-04,18,Real Marina Hotel & Spa,real-marina-olhao,Olhao,Portugal,4,Attraction,Cormorants in Ria Formosa Nature Park 02.jpg,real-marina-olhao-04-attraction-ria-formosa.jpg,real-marina-olhao-04-attraction-ria-formosa.webp,public/images/hotels/real-marina-olhao/original/real-marina-olhao-04-attraction-ria-formosa.jpg,/images/hotels/real-marina-olhao/web/real-marina-olhao-04-attraction-ria-formosa.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cormorants_in_Ria_Formosa_Nature_Park_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Cormorants_in_Ria_Formosa_Nature_Park_02.jpg/3840px-Cormorants_in_Ria_Formosa_Nature_Park_02.jpg,Kritzolina,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Cormorants in Ria Formosa Nature Park 02.jpg by Kritzolina, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Ria Formosa Olhao.,Yes,2200,1466,345794
